,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,2,1,101,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,3,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,83a83b0a
2221,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,29,1987,30,29,2457,27.3,0,2,2,0,0,0,13,0,0.5,0.5,0.5,1,21,101,61,0,0.07,0.07,0,0.07,0.02,0.02,0.04,0.02,0.04,Matches,ad4d0985
2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,12,7,690,7.7,1,4,5,1,0,0,0,0,1.9,1.9,2.9,4.7,40,31,94,0.13,0.52,0.65,0.13,0.65,0.24,0.38,0.62,0.24,0.62,Matches,dbf053da
2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,14,13,1153,12.8,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1,3,49,10,0.08,0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,Matches,c1c2c925
2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,26,23,2117,23.5,4,3,7,4,0,0,8,0,1.6,1.6,2.8,4.4,93,136,168,0.17,0.13,0.3,0.17,0.3,0.07,0.12,0.19,0.07,0.19,Matches,0d82903c
2225,Arona Sané,sn SEN,MFFW,Atlético Madrid,es La Liga,22,1995,1,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,22df75d8
2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,11,9,786,8.7,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,2,31,1,0.11,0,0.11,0.11,0.11,0.03,0,0.03,0.03,0.03,Matches,125cb9fe
2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,32,27,2419,26.9,10,15,25,10,0,0,4,0,5.8,5.8,6.8,12.5,102,68,416,0.37,0.56,0.93,0.37,0.93,0.21,0.25,0.47,0.21,0.47,Matches,2b114be3
2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32,32,2879,32,4,1,5,4,0,0,6,0,1.9,1.9,0.6,2.5,33,138,13,0.13,0.03,0.16,0.13,0.16,0.06,0.02,0.08,0.06,0.08,Matches,791abba1
2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,20,18,1588,17.6,1,2,3,1,0,0,5,0,1,1,1.4,2.4,34,126,23,0.06,0.11,0.17,0.06,0.17,0.05,0.08,0.13,0.05,0.13,Matches,bced0375
2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,29,20,1881,20.9,7,1,8,7,0,0,5,0,5.5,5.5,1.6,7.1,39,115,43,0.33,0.05,0.38,0.33,0.38,0.26,0.08,0.34,0.26,0.34,Matches,c650629d
2231,Baissama Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,26,15,1540,17.1,0,0,0,0,0,0,3,0,0.1,0.1,1.2,1.3,16,52,19,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches,a8b4a643
2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,ff120e44
2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,27,17,1513,16.8,6,0,6,6,0,0,6,0,7.7,7.7,0.4,8.2,10,33,96,0.36,0,0.36,0.36,0.36,0.46,0.03,0.48,0.46,0.48,Matches,11ced928
2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,33,25,2165,24.1,9,2,11,9,0,0,8,0,5.7,5.7,3.6,9.3,93,94,195,0.37,0.08,0.46,0.37,0.46,0.24,0.15,0.39,0.24,0.39,Matches,6e7f1353
2235,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,18,5,635,7.1,5,1,6,4,1,1,1,0,2.9,2.1,1.3,3.3,22,17,75,0.71,0.14,0.85,0.57,0.71,0.41,0.18,0.59,0.3,0.47,Matches,7eb97a8e
2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,31,30,2591,28.8,0,0,0,0,0,0,6,0,0.6,0.6,0.8,1.3,29,134,15,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches,5e22e2a4
2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,32,31,2777,30.9,11,1,12,6,5,6,3,0,15,10.3,1.4,11.7,10,45,203,0.36,0.03,0.39,0.19,0.23,0.49,0.04,0.53,0.33,0.38,Matches,086d7db3
2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,15,9,836,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,30,32,33,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,88c89891
2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,10,5,436,4.8,2,0,2,2,0,0,3,1,0.9,0.9,0,1,0,6,16,0.41,0,0.41,0.41,0.41,0.19,0.01,0.2,0.19,0.2,Matches,4efd29bb
2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,27,26,2378,26.4,1,1,2,1,0,0,6,0,1,1,1.9,2.9,80,129,94,0.04,0.04,0.08,0.04,0.08,0.04,0.07,0.11,0.04,0.11,Matches,c50e5bba
2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,31,30,2569,28.5,2,0,2,2,0,0,7,1,0.6,0.6,0.1,0.8,28,108,23,0.07,0,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,Matches,92b4758e
2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,61228681
2243,Riccardo Saponara,it ITA,MFFW,Fiorentina,it Serie A,25,1991,18,10,900,10,0,4,4,0,0,0,3,0,1,1,4.1,5.2,39,85,64,0,0.4,0.4,0,0.4,0.1,0.41,0.52,0.1,0.52,Matches,3bb7af3b
2244,Pablo Sarabia,es ESP,FWMF,Sevilla,es La Liga,25,1992,34,27,2395,26.6,6,5,11,5,1,1,8,1,7.3,6.5,6.5,13.1,91,136,229,0.23,0.19,0.41,0.19,0.38,0.28,0.25,0.52,0.25,0.49,Matches,9744ff80
2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a2da58b1
2246,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,29,18,1789,19.9,0,3,3,0,0,0,5,0,1.1,1.1,2.8,4,95,67,107,0,0.15,0.15,0,0.15,0.06,0.14,0.2,0.06,0.2,Matches,1a4b9094
2247,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,24,22,1858,20.6,5,3,8,5,0,0,2,0,4.8,4.8,2.8,7.6,80,34,205,0.24,0.15,0.39,0.24,0.39,0.23,0.13,0.37,0.23,0.37,Matches,bfdb33aa
2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,21,13,1322,14.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,28,72,17,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches,4315f30d
2249,Imanol Sarriegi,es ESP,MFFW,Eibar,es La Liga,22,1995,3,0,41,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,b32b7d1b
2250,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,29,1987,29,16,1311,14.6,2,0,2,2,0,1,2,0,3.5,2.7,0.9,3.5,26,22,101,0.14,0,0.14,0.14,0.14,0.24,0.06,0.3,0.18,0.24,Matches,1ad1f50d
2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,27,26,2299,25.5,0,0,0,0,0,0,6,0,0.2,0.2,0.2,0.4,7,52,3,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,f6ac68c1
2252,Gianluca Scamacca,it ITA,FWMF,Sassuolo,it Serie A,18,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0,4,6,0,0,0,0,0,0.26,1.73,1.99,0.26,1.99,Matches,8790f988
2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,25,25,2219,24.7,2,2,4,2,0,0,10,0,3,3,0.6,3.6,18,45,5,0.08,0.08,0.16,0.08,0.16,0.12,0.02,0.15,0.12,0.15,Matches,c8aa95da
2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,20,15,1318,14.6,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,37,48,53,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches,a6e316c1
2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,31,22,1990,22.1,1,3,4,1,0,0,12,0,0.7,0.7,4.2,4.9,45,150,89,0.05,0.14,0.18,0.05,0.18,0.03,0.19,0.22,0.03,0.22,Matches,bd84fc61
2256,Eros Schiavon,it ITA,MFDF,SPAL,it Serie A,34,1983,12,3,390,4.3,0,0,0,0,0,0,4,0,0,0,0,0,6,5,6,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,c4f97172
2257,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,21,1996,22,10,992,11,2,0,2,2,0,0,0,0,3.1,3.1,2.3,5.4,19,21,103,0.18,0,0.18,0.18,0.18,0.28,0.21,0.49,0.28,0.49,Matches,5d4f7d61
2258,Julian Schieber,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,3,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,4,0,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches,37c213cf
2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,37,37,3265,36.3,0,1,1,0,0,0,7,2,1.1,1.1,2.3,3.4,11,80,6,0,0.03,0.03,0,0.03,0.03,0.06,0.09,0.03,0.09,Matches,8ae9869d
2260,Sven Schipplock,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,9,3,338,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.4,1,3,21,0,0,0,0,0,0.22,0.14,0.37,0.22,0.37,Matches,53eeaf6a
2261,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,24,21,1745,19.4,0,1,1,0,0,0,3,0,1.2,1.2,1,2.2,32,74,51,0,0.05,0.05,0,0.05,0.06,0.05,0.12,0.06,0.12,Matches,3312f911
2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,33,33,2965,32.9,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches,53af52f3
2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,18,17,1491,16.6,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,45,113,68,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,Matches,89565ac5
2264,Jonathan Schmid,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,25,15,1473,16.4,0,0,0,0,0,0,1,0,1.7,1.7,1.8,3.6,21,34,75,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,088ca1bd
2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,6,2,165,1.8,0,0,0,0,0,0,1,0,0,0,0.2,0.2,2,9,3,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches,d8f5dc3d
2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,2,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches,ad00b1a8
2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,30,24,2130,23.7,0,0,0,0,0,0,5,2,0.4,0.4,0.2,0.6,15,106,8,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,51b41c5c
2268,Alessandro Schöpf,at AUT,DFFW,Schalke 04,de Bundesliga,23,1994,15,9,808,9,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,36,38,46,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,Matches,106bca06
2269,Nico Schulz,de GER,FWMF,Hoffenheim,de Bundesliga,24,1993,27,19,1780,19.8,1,2,3,1,0,0,3,0,1.4,1.4,2.9,4.3,105,75,151,0.05,0.1,0.15,0.05,0.15,0.07,0.15,0.22,0.07,0.22,Matches,fa274d97
2270,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,18,11,1236,13.7,1,6,7,1,0,1,0,0,4.1,3.4,3.7,7.1,54,57,152,0.07,0.44,0.51,0.07,0.51,0.3,0.27,0.57,0.24,0.52,Matches,ecbb3fdf
2271,Julian Schuster,de GER,DFMF,Freiburg,de Bundesliga,32,1985,18,16,1308,14.5,0,0,0,0,0,0,1,0,0.6,0.6,1.2,1.8,5,50,8,0,0,0,0,0,0.04,0.08,0.13,0.04,0.13,Matches,d0421d25
2272,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,29,27,2319,25.8,0,6,6,0,0,0,10,0,0.8,0.8,4,4.8,16,141,21,0,0.23,0.23,0,0.23,0.03,0.16,0.19,0.03,0.19,Matches,5528407e
2273,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,33,33,2906,32.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,2,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches,0d55d942
2274,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,41bd99ea
2275,Sergio Segura García,es ESP,DF,Leganés,es La Liga,21,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,,Matches,3536fdc1
2276,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,27,25,2178,24.2,1,0,1,1,0,0,4,1,0.8,0.8,1,1.8,58,126,53,0.04,0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches,e1b3413d
2277,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,13,12,1056,11.7,0,0,0,0,0,0,4,1,0.1,0.1,0,0.1,5,31,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,6aeb647a
2278,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,27,19,1886,21,10,0,10,9,1,1,4,0,7.7,6.9,2,8.9,34,25,137,0.48,0,0.48,0.43,0.43,0.37,0.09,0.46,0.33,0.42,Matches,1238a3f9
2279,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,26,23,2058,22.9,0,2,2,0,0,0,9,0,0.5,0.5,1.3,1.8,25,124,14,0,0.09,0.09,0,0.09,0.02,0.06,0.08,0.02,0.08,Matches,4db2157a
2280,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,24,17,1493,16.6,0,0,0,0,0,0,1,0,0.3,0.3,1.2,1.4,73,62,90,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches,d04b94db
2281,Rúben Semedo,pt POR,DFMF,Villarreal,es La Liga,23,1994,4,3,231,2.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4,1,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches,c904f3d5
2282,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,17,10,1041,11.6,2,0,2,2,0,0,2,0,1.6,1.6,1.2,2.8,22,73,36,0.17,0,0.17,0.17,0.17,0.14,0.11,0.25,0.14,0.25,Matches,b70bde8f
2283,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,343f753a
2284,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,25,16,1703,18.9,2,0,2,2,0,0,3,0,1.7,1.7,1.2,2.9,28,69,34,0.11,0,0.11,0.11,0.11,0.09,0.06,0.15,0.09,0.15,Matches,b3325a30
2285,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,31,30,2615,29.1,2,6,8,2,0,0,5,0,1.9,1.9,4.9,6.8,51,200,53,0.07,0.21,0.28,0.07,0.28,0.06,0.17,0.23,0.06,0.23,Matches,10efd0e1
2286,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,4,3,280,3.1,0,0,0,0,0,0,1,0,0,0,0.2,0.3,7,10,25,0,0,0,0,0,0.01,0.08,0.08,0.01,0.08,Matches,7fb301af
2287,Grégory Sertic,fr FRA,DFMF,Marseille,fr Ligue 1,27,1989,7,3,350,3.9,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,2,9,1,0,0,0,0,0,0.15,0.02,0.17,0.15,0.17,Matches,c4527123
2288,Stéphane Sessègnon,bj BEN,MFFW,Montpellier,fr Ligue 1,33,1984,16,11,985,10.9,1,2,3,1,0,0,1,0,1.1,1.1,1,2.1,21,70,43,0.09,0.18,0.27,0.09,0.27,0.1,0.1,0.2,0.1,0.2,Matches,35c5f9b1
2289,Lee Seung-woo,kr KOR,MFFW,Hellas Verona,it Serie A,19,1998,14,1,358,4,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.5,12,18,23,0.25,0,0.25,0.25,0.25,0.11,0.02,0.13,0.11,0.13,Matches,0f22b650
2290,Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,24,1992,33,25,2155,23.9,7,5,12,7,0,0,1,0,8.9,8.9,3.7,12.6,78,100,249,0.29,0.21,0.5,0.29,0.5,0.37,0.16,0.53,0.37,0.53,Matches,d3aaad90
2291,Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,012c38ec
2292,Xherdan Shaqiri,ch SUI,MFFW,Stoke City,eng Premier League,25,1991,36,36,3039,33.8,8,7,15,8,0,1,5,0,5,4.2,7.1,11.3,81,161,183,0.24,0.21,0.44,0.24,0.44,0.15,0.21,0.36,0.12,0.33,Matches,6421ec64
2293,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,11,8,790,8.8,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,34,48,35,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,Matches,9c94165b
2294,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,29,1987,27,27,2371,26.3,1,1,2,1,0,0,2,0,2.5,2.5,0.3,2.8,5,46,9,0.04,0.04,0.08,0.04,0.08,0.09,0.01,0.11,0.09,0.11,Matches,285a3d44
2295,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,30,25,2270,25.2,1,3,4,1,0,0,3,3,2.4,2.4,2.5,4.9,31,183,23,0.04,0.12,0.16,0.04,0.16,0.09,0.1,0.19,0.09,0.19,Matches,3727dd3c
2296,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,25,1992,22,12,1002,11.1,1,0,1,1,0,0,2,0,0.9,0.9,0.9,1.8,12,28,45,0.09,0,0.09,0.09,0.09,0.08,0.08,0.16,0.08,0.16,Matches,d2ac648c
2297,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,25,1992,27,25,2153,23.9,2,7,9,2,0,0,4,0,0.9,0.9,4.3,5.2,56,187,170,0.08,0.29,0.38,0.08,0.38,0.04,0.18,0.22,0.04,0.22,Matches,4c5b714f
2298,Sidnei,br BRA,DF,La Coruña,es La Liga,27,1989,21,21,1778,19.8,1,1,2,1,0,0,4,0,1,1,0.5,1.5,15,44,3,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08,Matches,b14d0c5d
2299,Jaime Sierra Mateos,es ESP,FWMF,Leganés,es La Liga,19,1998,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,aaa4239e
2300,Vincent Sierro,ch SUI,MFFW,Freiburg,de Bundesliga,21,1995,4,3,213,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0,12,10,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15,Matches,92ffb8f9
2301,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,27,1989,27,25,2259,25.1,4,3,7,4,0,0,2,0,3,3,3.9,6.9,29,77,110,0.16,0.12,0.28,0.16,0.28,0.12,0.16,0.28,0.12,0.28,Matches,76dd1480
2302,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,27,1990,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,2,0,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches,adf825b9
2303,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,28,1989,12,9,761,8.5,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,12,55,15,0,0.12,0.12,0,0.12,0.04,0.1,0.14,0.04,0.14,Matches,d6f88a1d
2304,André Silva,pt POR,FW,Milan,it Serie A,21,1995,24,7,940,10.4,2,1,3,2,0,0,0,0,3.8,3.8,0.9,4.7,25,23,117,0.19,0.1,0.29,0.19,0.29,0.36,0.09,0.45,0.36,0.45,Matches,3effaa34
2305,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,22,1994,35,15,1533,17,6,4,10,6,0,0,0,0,3.8,3.5,2.8,6.3,80,80,218,0.35,0.23,0.59,0.35,0.59,0.22,0.16,0.39,0.2,0.37,Matches,3eb22ec9
2306,David Silva,es ESP,MF,Manchester City,eng Premier League,31,1986,29,28,2430,27,9,11,20,9,0,0,5,0,7.2,7.2,8.4,15.6,158,337,247,0.33,0.41,0.74,0.33,0.74,0.27,0.31,0.58,0.27,0.58,Matches,e2716bd0
2307,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,25,23,2077,23.1,1,2,3,1,0,0,2,1,0.7,0.7,0.8,1.5,39,95,104,0.04,0.09,0.13,0.04,0.13,0.03,0.03,0.06,0.03,0.06,Matches,4914ed4a
2308,Jonathan Silva,ar ARG,DF,Roma,it Serie A,23,1994,2,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,7,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,f2308b33
2309,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,25,24,2115,23.5,1,0,1,1,0,0,5,0,0.9,0.9,0.2,1.1,16,112,1,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches,86e7deaf
2310,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34,34,3060,34,1,0,1,1,0,0,3,0,2.1,2.1,0.2,2.2,7,115,2,0.03,0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,b6ca47a2
2311,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0d422df7
2312,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,38,36,2998,33.3,14,4,18,14,0,0,3,0,14.3,14.3,2.9,17.2,58,32,245,0.42,0.12,0.54,0.42,0.54,0.43,0.09,0.52,0.43,0.52,Matches,343c0d52
2313,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,6,3,318,3.5,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,2,10,1,0.28,0,0.28,0.28,0.28,0.04,0,0.04,0.04,0.04,Matches,65e4dede
2314,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,9,6,555,6.2,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,3,10,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,b5365398
2315,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,11,6,721,8,0,0,0,0,0,0,3,0,0.2,0.2,1,1.3,16,27,50,0,0,0,0,0,0.03,0.13,0.16,0.03,0.16,Matches,251336da
2316,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,28,27,2306,25.6,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,11,54,47,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches,3201b03d
2317,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,76fa5f80
2318,Josh Sims,eng ENG,FWMF,Southampton,eng Premier League,20,1997,6,1,163,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,10,4,17,0,0,0,0,0,0.34,0.07,0.41,0.34,0.41,Matches,6d6f09dc
2319,Jerome Sinclair,eng ENG,MFFW,Watford,eng Premier League,20,1996,4,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches,1695c659
2320,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,33,27,2193,24.4,10,3,13,10,0,1,5,1,12.4,11.6,2.9,14.5,36,57,222,0.41,0.12,0.53,0.41,0.53,0.51,0.12,0.63,0.48,0.6,Matches,0fe7f7bc
2321,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,24,24,2057,22.9,1,1,2,1,0,0,9,1,1.7,1.7,0.7,2.4,11,44,1,0.04,0.04,0.09,0.04,0.09,0.08,0.03,0.11,0.08,0.11,Matches,92d38e6c
2322,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,29,1988,5,4,435,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,0d8a37c2
2323,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,10dc46f0
2324,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,32,15,1386,15.4,1,1,2,1,0,0,3,0,2.2,2.2,2.2,4.4,50,85,102,0.06,0.06,0.13,0.06,0.13,0.14,0.14,0.28,0.14,0.28,Matches,2acd49b9
