,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
2253,Paik Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,2,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,1e1bea09
2254,Stephan El Shaarawy,it ITA,FWMF,Roma,it Serie A,25,1992,28,23,2104,23.4,11,3,14,11,0,0,2,0,7.6,7.6,5,12.6,104,96,185,0.47,0.13,0.6,0.47,0.6,0.32,0.22,0.54,0.32,0.54,Matches,d3aaad90
2255,Meritan Shabani,al ALB,MF,Bayern Munich,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,012c38ec
2256,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,11,1064,11.8,6,3,9,6,0,0,2,0,3.9,3.9,1.6,5.5,28,85,75,0.51,0.25,0.76,0.51,0.76,0.33,0.14,0.46,0.33,0.46,Matches,6421ec64
2257,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,29,2591,28.8,1,4,5,1,0,0,11,0,1.4,1.4,3.9,5.3,90,158,121,0.03,0.14,0.17,0.03,0.17,0.05,0.13,0.18,0.05,0.18,Matches,9c94165b
2258,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,10,948,10.5,1,1,2,1,0,0,1,0,0.9,0.9,1.7,2.6,13,74,15,0.09,0.09,0.19,0.09,0.19,0.09,0.16,0.25,0.09,0.25,Matches,3727dd3c
2259,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,5,389,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,14,24,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches,d2ac648c
2260,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,18,0,0,0,0,0,0,2,0,0.1,0.1,1.2,1.3,3,71,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,8b28686a
2261,Djibril Sidibé,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,23.1,0,2,2,0,0,0,5,0,1.3,1.3,3,4.3,58,133,166,0,0.09,0.09,0,0.09,0.05,0.13,0.19,0.05,0.19,Matches,4c5b714f
2262,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,14,1,0,1,1,0,0,8,0,0.3,0.3,0.2,0.5,6,52,4,0.07,0,0.07,0.07,0.07,0.02,0.02,0.03,0.02,0.03,Matches,ea540835
2263,Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,19.4,1,0,1,1,0,0,4,0,1.1,1.1,0.1,1.2,34,67,16,0.05,0,0.05,0.05,0.05,0.06,0,0.06,0.06,0.06,Matches,b14d0c5d
2264,Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,3,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,4,6,2,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,Matches,0f933743
2265,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,34.6,13,6,19,11,2,5,3,0,10.7,6.7,6.9,13.6,51,172,144,0.38,0.17,0.55,0.32,0.49,0.31,0.2,0.51,0.19,0.39,Matches,76dd1480
2266,Luca Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,18.2,1,2,3,1,0,0,2,0,2.2,2.2,2.2,4.3,40,34,99,0.05,0.11,0.16,0.05,0.16,0.12,0.12,0.24,0.12,0.24,Matches,1cac99dc
2267,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,Matches,d6f88a1d
2268,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,13.2,0,0,0,0,0,0,6,0,0.3,0.3,0.7,1,11,102,9,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches,d6f88a1d
2269,André Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,24,9,0,9,9,0,0,4,0,10.3,10.3,4.3,14.6,50,74,191,0.38,0,0.38,0.38,0.38,0.43,0.18,0.61,0.43,0.61,Matches,3effaa34
2270,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,31.7,7,7,14,7,0,0,3,0,7.4,7.4,7.8,15.2,152,156,277,0.22,0.22,0.44,0.22,0.44,0.23,0.25,0.48,0.23,0.48,Matches,3eb22ec9
2271,David Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,26.7,6,8,14,6,0,0,2,0,7.8,7.8,8.5,16.3,118,270,222,0.22,0.3,0.52,0.22,0.52,0.29,0.32,0.61,0.29,0.61,Matches,e2716bd0
2272,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,15.9,0,2,2,0,0,0,1,0,0.2,0.2,1.4,1.6,16,38,75,0,0.13,0.13,0,0.13,0.01,0.09,0.1,0.01,0.1,Matches,4914ed4a
2273,Jonathan Silva,ar ARG,DFFW,Leganés,es La Liga,24,1994,30,30,2700,30,3,6,9,3,0,0,9,0,1.6,1.6,5.3,7,48,98,122,0.1,0.2,0.3,0.1,0.3,0.05,0.18,0.23,0.05,0.23,Matches,f2308b33
2274,Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,10,0,0,0,0,0,0.11,0.08,0.19,0.11,0.19,Matches,bef22bc4
2275,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,23.1,0,1,1,0,0,0,4,0,1,1,0.7,1.6,19,144,4,0,0.04,0.04,0,0.04,0.04,0.03,0.07,0.04,0.07,Matches,86e7deaf
2276,Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.43,0.13,0.55,0.43,0.55,Matches,15d561fa
2277,Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,34,2,0,2,2,0,0,6,0,1.5,1.5,0.3,1.9,4,68,2,0.06,0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,b6ca47a2
2278,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,27.3,6,3,9,6,0,0,2,0,11.2,11.2,2.4,13.5,38,26,173,0.22,0.11,0.33,0.22,0.33,0.41,0.09,0.5,0.41,0.5,Matches,343c0d52
2279,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,2.6,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.2,3,10,1,0,0,0,0,0,0.32,0.13,0.45,0.32,0.45,Matches,65e4dede
2280,Moses Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,8.7,1,1,2,1,0,0,1,0,1.3,1.3,0.7,2,39,20,67,0.11,0.11,0.23,0.11,0.23,0.15,0.08,0.23,0.15,0.23,Matches,5f3eaaf5
2281,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5dcf3e90
2282,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,3201b03d
2283,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,4,403,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,16,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,76fa5f80
2284,Josh Sims,eng ENG,MF,Southampton,eng Premier League,21,1997,7,2,212,2.4,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,3,0,12,0,0.42,0.42,0,0.42,0.27,0.29,0.56,0.27,0.56,Matches,6d6f09dc
2285,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,0fe7f7bc
2286,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,32.9,1,0,1,1,0,0,5,0,1.9,1.9,1.1,3,22,112,10,0.03,0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,92d38e6c
2287,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,35.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,10dc46f0
2288,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,29.6,3,2,5,3,0,0,9,0,1.5,1.5,2.3,3.8,58,141,76,0.1,0.07,0.17,0.1,0.17,0.05,0.08,0.13,0.05,0.13,Matches,0f8418aa
2289,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,28,1989,29,27,2330,25.9,0,3,3,0,0,0,2,0,0.9,0.9,2.5,3.4,79,97,96,0,0.12,0.12,0,0.12,0.04,0.09,0.13,0.04,0.13,Matches,2acd49b9
2290,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,9.4,2,1,3,2,0,0,0,0,0.9,0.9,1.1,2,30,40,56,0.21,0.11,0.32,0.21,0.32,0.1,0.11,0.21,0.1,0.21,Matches,fd9c4805
2291,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,9970da54
2292,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,34.3,3,2,5,3,0,0,5,0,1.2,1.2,1.2,2.3,38,175,52,0.09,0.06,0.15,0.09,0.15,0.03,0.03,0.07,0.03,0.07,Matches,c2211709
2293,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,17,2000,8,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,8,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,6250083a
2294,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab4449d6
2295,Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,35,0,1,1,0,0,0,4,0,1.5,1.5,0.4,1.9,26,143,5,0,0.03,0.03,0,0.03,0.04,0.01,0.05,0.04,0.05,Matches,30f5ffa9
2296,Steven Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,7.4,3,1,4,3,0,0,1,0,2.6,2.6,1.1,3.7,12,12,52,0.41,0.14,0.54,0.41,0.54,0.36,0.15,0.51,0.36,0.51,Matches,58ce23e5
2297,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,28,1990,28,4,603,6.7,1,1,2,1,0,0,0,0,3.8,3.8,1.7,5.6,5,13,38,0.15,0.15,0.3,0.15,0.3,0.58,0.26,0.83,0.58,0.83,Matches,d9a66c60
2298,Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,059948df
2299,Naïm Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,25.4,3,4,7,2,1,1,2,0,5.2,4.4,6.9,11.3,107,119,157,0.12,0.16,0.28,0.08,0.24,0.21,0.27,0.48,0.17,0.44,Matches,2e0367a6
2300,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,23.6,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.4,3,35,6,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches,b6964eb6
2301,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,27,1991,25,25,2066,23,1,1,2,1,0,0,5,1,0.5,0.5,0.6,1.1,87,98,80,0.04,0.04,0.09,0.04,0.09,0.02,0.02,0.05,0.02,0.05,Matches,20b104bc
2302,Emile Smith Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,2,0,0,0,0,0,0,1.47,1.47,0,1.47,Matches,17695062
2303,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,12.7,0,0,0,0,0,0,2,1,0.1,0.1,0.4,0.5,19,35,38,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,e9208654
2304,Robert Snodgrass,sct SCO,MF,West Ham,eng Premier League,30,1987,33,25,2220,24.7,2,5,7,2,0,0,10,0,2.3,2.3,5.6,8,72,117,148,0.08,0.2,0.28,0.08,0.28,0.09,0.23,0.32,0.09,0.32,Matches,9f4647e9
2305,Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,16.6,1,2,3,1,0,0,4,0,0.3,0.3,1,1.4,31,54,66,0.06,0.12,0.18,0.06,0.18,0.02,0.06,0.08,0.02,0.08,Matches,839c14e1
2306,Cédric Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,2,14,15,0,0.35,0.35,0,0.35,0.05,0.17,0.22,0.05,0.22,Matches,839c14e1
2307,Ramadan Sobhi,eg EGY,FWMF,Huddersfield,eng Premier League,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,6,14,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches,98be0d02
2308,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,10.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,8,27,8,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,664590fa
2309,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,10.7,3,1,4,3,0,0,2,0,1.9,1.9,1.2,3.1,28,19,44,0.28,0.09,0.37,0.28,0.37,0.17,0.11,0.29,0.17,0.29,Matches,19b776e9
2310,Rubén Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,2.1,0,0,0,0,0,0,1,0,0.5,0.5,0,0.6,2,5,13,0,0,0,0,0,0.25,0.02,0.27,0.25,0.27,Matches,19b776e9
2311,Danilo Soddimo,it ITA,MFFW,Frosinone,it Serie A,30,1987,10,1,252,2.8,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.1,5,16,21,0,0.36,0.36,0,0.36,0.09,0.29,0.38,0.09,0.38,Matches,098139eb
2312,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,3,4,0,0,0,0,0,0.09,0.06,0.15,0.09,0.15,Matches,5fa714d5
2313,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,20,1997,10,2,347,3.9,0,1,1,0,0,0,0,0,1,1,0.4,1.3,10,6,24,0,0.26,0.26,0,0.26,0.25,0.1,0.35,0.25,0.35,Matches,e77dc3b2
2314,Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches,c8764028
2315,Carlos Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,27.3,2,6,8,2,0,0,9,0,4.1,4.1,4.1,8.2,48,123,147,0.07,0.22,0.29,0.07,0.29,0.15,0.15,0.3,0.15,0.3,Matches,fed17f5a
2316,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,Matches,0670ee51
2317,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,420c18a1
2318,Kévin Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,3,0,7,0,0,0,0,0,0.24,0.16,0.4,0.24,0.4,Matches,6435143e
2319,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,29.4,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.1,3,64,0,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches,7768df30
2320,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,17.6,0,0,0,0,0,0,6,1,0.1,0.1,0.5,0.6,25,65,22,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches,541cdd20
2321,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8f8c6934
2322,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5512b1a9
2323,Roberto Soriano,it ITA,MF,Torino,it Serie A,27,1991,11,6,468,5.2,0,2,2,0,0,0,1,0,0.2,0.2,0.4,0.6,14,22,47,0,0.38,0.38,0,0.38,0.04,0.08,0.12,0.04,0.12,Matches,9d4c45d6
2324,Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,16.5,2,2,4,2,0,0,5,0,3.4,3.4,1.9,5.3,44,78,93,0.12,0.12,0.24,0.12,0.24,0.2,0.11,0.32,0.2,0.32,Matches,9d4c45d6
2325,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,048877f5
2326,Borna Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,6.8,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.7,14,38,27,0,0.15,0.15,0,0.15,0.04,0.22,0.25,0.04,0.25,Matches,af0d79a9
2327,Sebastian Soto,us USA,MFFW,Hannover 96,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches,00c3d4dc
2328,Riccardo Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,5,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches,94816803
2329,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,46b5375e
2330,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,19.1,0,1,1,0,0,0,6,1,0.5,0.5,0.3,0.8,9,25,1,0,0.05,0.05,0,0.05,0.03,0.01,0.04,0.03,0.04,Matches,7b075c75
2331,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,6.3,1,1,2,1,0,0,2,0,0.4,0.4,0.6,1,13,51,10,0.16,0.16,0.32,0.16,0.32,0.07,0.09,0.16,0.07,0.16,Matches,ae59b359
2332,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,10,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,21166ff4
2333,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8e65a5e5
2334,Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,6.7,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,60,33,65,0,0.15,0.15,0,0.15,0.05,0.12,0.17,0.05,0.17,Matches,3626daea
2335,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,1,4,0,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches,9a560ebe
2336,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,35,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ac4003af
2337,Mattia Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,5,644,7.2,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.3,21,26,57,0.14,0,0.14,0.14,0.14,0.07,0.11,0.18,0.07,0.18,Matches,bdd0692f
2338,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,9.1,1,0,1,1,0,0,2,0,1.6,1.6,1.1,2.7,32,26,85,0.11,0,0.11,0.11,0.11,0.18,0.12,0.29,0.18,0.29,Matches,84549a07
2339,Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,23.2,0,3,3,0,0,0,5,1,0.5,0.5,4,4.5,44,130,85,0,0.13,0.13,0,0.13,0.02,0.17,0.19,0.02,0.19,Matches,edd6c8e9
2340,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,10.2,0,0,0,0,0,0,1,0,0.3,0.3,1,1.3,14,39,23,0,0,0,0,0,0.03,0.1,0.12,0.03,0.12,Matches,8.61E+118
2341,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,19.6,0,2,2,0,0,0,3,0,0.1,0.1,0.4,0.5,21,105,12,0,0.1,0.1,0,0.1,0,0.02,0.03,0,0.03,Matches,5939baa2
2342,Jozo Stanić,hr CRO,MF,Augsburg,de Bundesliga,19,1999,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,597ff9d3
2343,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,11.5,2,3,5,1,1,1,1,0,3.1,2.3,2,4.2,35,58,81,0.17,0.26,0.44,0.09,0.35,0.27,0.17,0.44,0.2,0.37,Matches,6992791d
2344,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,20.8,1,0,1,1,0,0,5,0,0.8,0.8,0.2,1,21,76,4,0.05,0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,Matches,aad48be9
2345,Timo Stavitski,fi FIN,MFFW,Caen,fr Ligue 1,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,6fb7edd3
2346,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,16.7,5,1,6,5,0,0,4,0,3.1,3.1,1.8,4.9,32,59,85,0.3,0.06,0.36,0.3,0.36,0.18,0.11,0.29,0.18,0.29,Matches,dd669209
2347,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4,16,2,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,500cd987
2348,Pascal Stenzel,de GER,DFMF,Freiburg,de Bundesliga,22,1996,21,16,1449,16.1,0,2,2,0,0,0,5,1,1,1,1.5,2.6,22,60,39,0,0.12,0.12,0,0.12,0.06,0.1,0.16,0.06,0.16,Matches,99f7e9aa
2349,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,27.6,1,1,2,1,0,0,6,1,0.3,0.3,0.7,1,16,151,8,0.04,0.04,0.07,0.04,0.07,0.01,0.02,0.04,0.01,0.04,Matches,653ee42d
2350,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,18.9,1,0,1,1,0,0,4,0,1,1,0.2,1.2,11,54,6,0.05,0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches,6adbc307
2351,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,27.5,6,2,8,6,0,0,5,0,7.8,7.8,1.6,9.4,23,39,178,0.22,0.07,0.29,0.22,0.29,0.28,0.06,0.34,0.28,0.34,Matches,7b536033
2352,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,30.8,17,9,26,17,0,0,3,0,13.7,13.7,9.6,23.3,155,87,436,0.55,0.29,0.84,0.55,0.84,0.44,0.31,0.76,0.44,0.76,Matches,b400bde0
2353,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,21,19,1508,16.8,3,1,4,3,0,0,3,0,2.3,2.3,2.5,4.8,20,85,104,0.18,0.06,0.24,0.18,0.24,0.14,0.15,0.29,0.14,0.29,Matches,7cd6badb
2354,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,23.5,1,7,8,1,0,0,8,0,2.4,2.4,5.6,8.1,42,179,51,0.04,0.3,0.34,0.04,0.34,0.1,0.24,0.34,0.1,0.34,Matches,e5649a78
2355,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,19.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.6,44,118,5,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,5eecec3d
2356,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,35,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,339fe0e8
2357,Tobias Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,29,26,2293,25.5,0,4,4,0,0,0,4,0,0.9,0.9,1.6,2.6,17,121,10,0,0.16,0.16,0,0.16,0.04,0.06,0.1,0.04,0.1,Matches,17780d2b
2358,Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,2,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches,ef2e5e1a
2359,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,21.6,1,5,6,1,0,0,7,0,2,2,2.6,4.6,24,116,33,0.05,0.23,0.28,0.05,0.28,0.09,0.12,0.21,0.09,0.21,Matches,ef2e5e1a
